species_tax_id,genus_tax_id,metabolism,gram_stain,pathways,substrate,sporulation,motility,cell_shape
886,1740,NA,negative,"sulfate_reduction,sulfite_reduction,thiosulfate_reduction","NA",no,NA,NA
888,48001,anaerobic,negative,"NA","NA",no,yes,vibrio
889,872,anaerobic,negative,"sulfur_reduction,thiosulfate_reduction,hydrogen_oxidation_dark,fumarate_reduction,sulfate_reduction","NA",no,yes,bacillus
891,890,anaerobic,negative,"sulfur_reduction,fumarate_reduction,iron_reduction,manganese_reduction","NA",no,yes,bacillus
894,893,anaerobic,negative,"sulfur_oxidation,nitrate_reduction_to_ammonia,iron_reduction,nitrate_reduction,nitrite_reduction_to_ammonia,nitrite_reduction,sulfate_reduction","NA",no,no,bacillus
897,896,anaerobic,negative,"denitrification,sulfate_reduction,nitrite_reduction,nitrous_oxide_reduction,aromatic_compound_degradation,nitrate_reduction,sulfite_reduction","NA",no,NA,NA
899,898,obligate anaerobic,negative,"nitrogen_fixation,sulfite_reduction,sulfate_reduction","NA",no,yes,bacillus
901,872,anaerobic,negative,hydrogen_oxidation_dark,"NA",no,yes,bacillus
905,904,anaerobic,negative,fermentation,"NA",no,no,coccus
907,906,anaerobic,NA,fermentation,"NA",no,no,coccus
912,911,aerobic,negative,nitrification,"NA",no,yes,bacillus
913,911,facultative,negative,"autotrophy,nitrification,nitrite_oxidation","NA",no,yes,bacillus
915,914,aerobic,negative,"autotrophy,nitrification","NA",no,yes,coccobacillus
916,914,aerobic,negative,nitrification,"NA",no,yes,pleomorphic
917,914,NA,NA,"NA","NA",NA,NA,NA
920,119977,aerobic,negative,"sulfur_oxidation,iron_reduction,pyrite_oxidation,sulfur_oxidation_dark,iron_oxidation_dark,iron_oxidation,sulfide_oxidation","NA",no,yes,bacillus
921,152053,aerobic,negative,"thiosulfate_oxidation,thiosulfate_oxidation_dark,nitrate_reduction,methylotrophy,methanol_oxidation,sulfite_oxidation_dark,sulfur_oxidation_dark,aerobic_chemo_heterotrophy,autotrophy","NA",no,no,bacillus
923,2035712,aerobic,negative,thiosulfate_oxidation,"NA",NA,NA,NA
926,32012,aerobic,negative,"arsenite_oxidation,thiosulfate_oxidation_dark,sulfur_oxidation","NA",no,NA,bacillus
927,109262,aerobic,negative,"thiosulfate_oxidation,trithionate_oxidation,tetrathionate_oxidation,autotrophy,sulfur_oxidation","NA",no,yes,bacillus
928,32012,aerobic,negative,"NA","NA",NA,NA,NA
929,119979,aerobic,negative,"trithionate_oxidation,tetrathionate_oxidation,thiosulfate_oxidation_dark,sulfide_oxidation_dark,sulfite_oxidation_dark,sulfur_oxidation_dark","NA",no,NA,NA
930,119977,aerobic,negative,"sulfur_oxidation,iron_reduction,sulfur_oxidation_dark,sulfite_reduction,thiosulfate_oxidation_dark","NA",no,yes,bacillus
931,919,aerobic,negative,"thiosulfate_oxidation_dark,nitrate_reduction","NA",NA,NA,bacillus
932,933,microaerophilic,negative,"NA","NA",NA,NA,NA
934,933,NA,negative,"NA","NA",NA,NA,NA
940,939,aerobic,negative,hydrogen_oxidation,"NA",no,no,bacillus
944,943,aerobic,negative,"NA","NA",no,NA,NA
945,943,obligate aerobic,negative,"NA","NA",no,NA,bacillus
948,768,aerobic,negative,"NA","NA",no,NA,coccus
950,33993,aerobic,negative,"NA","NA",no,NA,coccus
951,33993,aerobic,negative,"NA","NA",no,NA,bacillus
954,262,NA,negative,"NA","NA",NA,NA,NA
955,953,obligate aerobic,negative,"NA","NA",no,NA,NA
959,958,aerobic,negative,"NA","NA",no,yes,vibrio
960,146784,aerobic,negative,nitrate_reduction,"NA",NA,NA,NA
964,963,aerobic,negative,"nitrate_reduction,nitrogen_fixation,manganese_oxidation","NA",no,yes,spiral
966,965,aerobic,negative,"NA","NA",NA,NA,NA
968,967,aerobic,negative,"NA","NA",NA,NA,NA
971,970,anaerobic,negative,"nitrate_reduction,xylan_degradation","NA",no,yes,vibrio
974,973,anaerobic,negative,"NA","NA",NA,NA,NA
979,104264,aerobic,negative,"NA","NA",no,NA,bacillus
981,59740,NA,negative,chitin_degradation,"NA",NA,NA,NA
982,1618113,aerobic,negative,fermentation,"NA",NA,NA,NA
983,237,aerobic,negative,"NA","NA",NA,NA,NA
984,84567,aerobic,negative,"NA","NA",no,yes,bacillus
985,978,aerobic,negative,"cellulose_degradation,chitin_degradation","NA",no,yes,bacillus
986,237,aerobic,negative,chitin_degradation,"NA",no,yes,bacillus
987,290174,aerobic,negative,"NA","NA",no,yes,bacillus
988,283735,aerobic,negative,"NA","NA",no,yes,bacillus
989,59738,aerobic,negative,"NA","NA",no,NA,NA
990,2762384,anaerobic,negative,"xylan_degradation,fermentation","NA",NA,NA,NA
991,237,facultative,negative,"chitin_degradation,fermentation,nitrate_reduction","NA",NA,yes,bacillus
995,929509,facultative,negative,"NA","NA",no,yes,NA
996,237,aerobic,negative,"NA","NA",no,yes,bacillus
997,1937963,aerobic,negative,chitin_degradation,"NA",NA,NA,NA
998,992,aerobic,negative,"NA","NA",NA,NA,NA
999,1937972,aerobic,negative,"NA","NA",no,NA,NA
1001,1937995,aerobic,negative,"NA","NA",NA,NA,NA
1002,1937999,aerobic,negative,"NA","NA",NA,NA,NA
1003,1938003,aerobic,negative,nitrate_reduction,"NA",NA,NA,NA
1004,79328,aerobic,negative,cellulose_degradation,"NA",NA,NA,NA
1006,869806,aerobic,negative,"NA","NA",no,yes,bacillus
1008,1007,obligate aerobic,negative,"NA","NA",no,yes,spiral
1010,28453,aerobic,negative,"NA","NA",no,no,bacillus
1014,1013,aerobic,negative,"NA","NA",no,no,bacillus
1015,59735,aerobic,NA,"NA","NA",no,NA,NA
1017,1016,microaerophilic,negative,"NA","NA",no,yes,bacillus
1018,1016,anaerobic,negative,"NA","NA",no,yes,bacillus
1019,1016,NA,negative,"NA","NA",no,yes,bacillus
1022,1021,microaerophilic,negative,"urea_degradation,sulfur_oxidation","NA",no,NA,NA
1025,59739,aerobic,negative,"NA","NA",NA,NA,NA
1026,643701,NA,negative,"NA","NA",NA,NA,NA
1027,1023,aerobic,negative,"NA","NA",no,yes,NA
1028,869806,NA,negative,"NA","NA",NA,NA,NA
1031,1030,aerobic,negative,"NA","NA",no,yes,bacillus
1034,1033,aerobic,negative,"NA","NA",no,NA,NA
1035,1033,aerobic,negative,nitrate_reduction,"NA",no,NA,NA
1044,1041,aerobic,negative,"aerobic_anoxygenic_phototrophy,photoheterotrophy","NA",NA,NA,NA
1048,85076,NA,negative,"anoxygenic_photoautotrophy_hydrogen_oxidation,anoxygenic_photoautotrophy_sulfur_oxidation,nitrogen_fixation,photoautotrophy,anoxygenic_photoautotrophy","NA",NA,NA,NA
1049,85072,facultative,negative,"aerobic_anoxygenic_phototrophy,photoheterotrophy,sulfide_oxidation_dark,nitrogen_fixation,sulfur_oxidation","NA",no,NA,bacillus
1050,85073,anaerobic,negative,"urea_degradation,nitrogen_fixation","NA",no,yes,bacillus
1052,85108,anaerobic,negative,photoheterotrophy,"NA",no,yes,bacillus
1053,85108,anaerobic,negative,"anoxygenic_photoautotrophy_sulfur_oxidation,photoheterotrophy,anoxygenic_photoautotrophy,photoautotrophy","NA",no,yes,spiral
1054,1051,facultative,negative,"photoheterotrophy,anoxygenic_photoautotrophy,nitrate_reduction,anoxygenic_photoautotrophy_hydrogen_oxidation,photoautotrophy","NA",NA,yes,bacillus
1057,85078,obligate anaerobic,negative,nitrogen_fixation,"NA",NA,NA,NA
1058,1056,NA,negative,"NA","NA",NA,NA,NA
1061,1060,facultative,negative,"nitrate_reduction,anoxygenic_photoautotrophy_sulfur_oxidation,anoxygenic_photoautotrophy_hydrogen_oxidation,iron_oxidation_dark,sulfide_oxidation_dark,photoautotrophy,photoheterotrophy,aerobic_chemo_heterotrophy,iron_reduction,nitrogen_fixation,aerobic_anoxygenic_phototrophy,anoxygenic_photoautotrophy","NA",no,yes,bacillus
1063,1653176,facultative,negative,"nitrate_reduction,nitrogen_fixation,fermentation,photoautotrophy,photoheterotrophy,anoxygenic_photoautotrophy_hydrogen_oxidation,aerobic_chemo_heterotrophy,aerobic_anoxygenic_phototrophy,anoxygenic_photoautotrophy_sulfur_oxidation,anoxygenic_photoautotrophy,aerobic_heterotrophy","NA",no,yes,bacillus
1066,1064,aerobic,negative,"aerobic_chemo_heterotrophy,photoheterotrophy,anoxygenic_photoautotrophy_hydrogen_oxidation,aerobic_anoxygenic_phototrophy,nitrogen_fixation,anoxygenic_photoautotrophy,photoautotrophy","NA",NA,NA,NA
1067,1064,aerobic,negative,"anoxygenic_photoautotrophy_hydrogen_oxidation,photoautotrophy,anoxygenic_photoautotrophy,aerobic_chemo_heterotrophy","NA",NA,NA,NA
1069,1068,aerobic,negative,"anoxygenic_photoautotrophy,aerobic_anoxygenic_phototrophy,anoxygenic_photoautotrophy_hydrogen_oxidation,aerobic_chemo_heterotrophy,anoxygenic_photoautotrophy_sulfur_oxidation,anoxygenic_photoautotrophy_iron_oxidation,photoautotrophy,photoheterotrophy,iron_oxidation_dark,nitrogen_fixation","NA",no,yes,coccobacillus
1071,1070,aerobic,negative,"anoxygenic_photoautotrophy,nitrogen_fixation,photoautotrophy,anoxygenic_photoautotrophy_sulfur_oxidation","NA",no,yes,coccus
1074,168658,anaerobic,negative,"photoautotrophy,anoxygenic_photoautotrophy_hydrogen_oxidation,anoxygenic_photoautotrophy","NA",NA,NA,NA
1075,1060,aerobic,negative,"photoautotrophy,anoxygenic_photoautotrophy_hydrogen_oxidation,anoxygenic_photoautotrophy","NA",NA,NA,NA
1076,1073,facultative,negative,"sulfide_oxidation_dark,aerobic_anoxygenic_phototrophy,anoxygenic_photoautotrophy_iron_oxidation,anoxygenic_photoautotrophy_hydrogen_oxidation,anoxygenic_photoautotrophy_sulfur_oxidation,photoautotrophy,anoxygenic_photoautotrophy,iron_oxidation_dark,nitrogen_fixation,aerobic_chemo_heterotrophy,fermentation,photoheterotrophy,iron_oxidation","NA",no,yes,bacillus
1079,59282,facultative,negative,"anoxygenic_photoautotrophy_sulfur_oxidation,anoxygenic_photoautotrophy,photoautotrophy","NA",no,yes,bacillus
1080,643217,facultative,negative,"anoxygenic_photoautotrophy,fermentation,anoxygenic_photoautotrophy_sulfur_oxidation,photoautotrophy","NA",NA,yes,bacillus
1082,13134,anaerobic,negative,nitrogen_fixation,"NA",no,yes,spiral
1083,13134,anaerobic,negative,nitrogen_fixation,"NA",no,NA,NA
1084,1612157,anaerobic,negative,nitrogen_fixation,"NA",no,NA,NA
1085,1081,facultative,negative,"anoxygenic_photoautotrophy_hydrogen_oxidation,fermentation,aerobic_anoxygenic_phototrophy,anoxygenic_photoautotrophy,anoxygenic_photoautotrophy_sulfur_oxidation,nitrogen_fixation,photoautotrophy,photoheterotrophy","NA",no,yes,spiral
1086,85273,anaerobic,negative,"NA","NA",NA,NA,NA
1087,85274,anaerobic,negative,"NA","NA",NA,NA,NA
1088,85274,NA,negative,"NA","NA",NA,NA,NA
1092,1091,anaerobic,negative,"anoxygenic_photoautotrophy_sulfur_oxidation,anoxygenic_photoautotrophy,photoautotrophy","NA",no,no,bacillus
1094,1091,facultative,negative,nitrogen_fixation,"NA",no,no,NA
1096,1091,facultative,negative,"anoxygenic_photoautotrophy_sulfur_oxidation,anoxygenic_photoautotrophy,photoautotrophy,nitrogen_fixation","NA",no,no,bacillus
1097,256319,anaerobic,negative,"nitrogen_fixation,photoautotrophy,sulfide_oxidation_dark,anoxygenic_photoautotrophy_sulfur_oxidation,anoxygenic_photoautotrophy","NA",no,no,bacillus
1098,1101,NA,negative,"anoxygenic_photoautotrophy_sulfur_oxidation,photoautotrophy,anoxygenic_photoautotrophy","NA",NA,NA,NA
1100,1099,anaerobic,negative,"anoxygenic_photoautotrophy_sulfur_oxidation,photoautotrophy,anoxygenic_photoautotrophy,nitrogen_fixation","NA",no,no,bacillus
1102,1101,obligate anaerobic,negative,"anoxygenic_photoautotrophy_sulfur_oxidation,photoautotrophy,anoxygenic_photoautotrophy,nitrogen_fixation","NA",no,no,coccus
1108,1107,anaerobic,negative,"photoautotrophy,aerobic_chemo_heterotrophy,anoxygenic_photoautotrophy,anoxygenic_photoautotrophy_sulfur_oxidation,aerobic_anoxygenic_phototrophy,photoheterotrophy,autotrophy","NA",no,yes,filament
1112,1041,anaerobic,negative,"aerobic_anoxygenic_phototrophy,photoheterotrophy","NA",NA,NA,NA
1124,1123,aerobic,negative,"NA","NA",NA,yes,coccus
1126,1125,aerobic,negative,nitrogen_fixation,"NA",no,no,coccus
1160,54304,facultative,negative,"NA","NA",no,yes,filament
1164,264688,aerobic,negative,nitrogen_fixation,"NA",no,yes,filament
1165,1163,aerobic,negative,nitrogen_fixation,"NA",no,yes,filament
1166,748770,NA,NA,"NA","NA",NA,NA,NA
1176,1175,aerobic,negative,"NA","NA",no,no,filament
1178,1177,NA,NA,"NA","NA",NA,NA,NA
1179,1340414,aerobic,NA,"NA","NA",NA,NA,NA
1184,47251,aerobic,negative,"NA","NA",NA,no,NA
1206,1205,aerobic,negative,"nitrogen_fixation,autotrophy","NA",no,yes,filament
1208,1205,aerobic,negative,"NA","NA",NA,yes,filament
1216,1214,NA,negative,"NA","NA",NA,NA,NA
1219,1218,aerobic,negative,"NA","NA",no,no,coccobacillus
1223,1222,aerobic,positive,"NA","NA",NA,no,NA
1229,1227,aerobic,negative,"urea_degradation,nitrification,denitrification","NA",no,yes,coccus
1231,35798,aerobic,negative,nitrification,"NA",no,yes,pleomorphic
1238,1237,facultative,negative,"NA","NA",NA,no,coccus
1244,1243,NA,positive,"NA","NA",no,no,bacillus
1245,1243,facultative,positive,fermentation,"arabinose,cellobiose,fructose,galactose,glucose,maltose,mannose,melibiose,nacetylgulcosamine,ribose,salicin,sucrose,trehalose,xylose",no,no,coccus
1246,1243,facultative,positive,"NA","NA",no,no,coccus
1247,46254,facultative,positive,fermentation,"NA",no,no,coccus
1249,46255,aerobic,positive,"NA","NA",no,no,coccus
1251,1243,anaerobic,positive,"NA","NA",no,no,coccus
1252,1243,aerobic,positive,"NA","NA",no,no,NA
1254,1253,aerobic,positive,fermentation,"NA",no,no,coccus
1255,1253,aerobic,positive,fermentation,"NA",no,no,coccus
1258,162289,anaerobic,positive,"NA","NA",no,no,coccus
1260,150022,anaerobic,positive,"NA","NA",no,no,coccus
1261,1257,anaerobic,positive,heterotrophic,"NA",no,no,coccus
1264,1263,anaerobic,positive,"cellulose_degradation,xylan_degradation,fermentation","NA",no,no,coccus
1265,1263,anaerobic,positive,"fermentation,cellulose_degradation,xylan_degradation","NA",no,no,coccus
1267,1266,anaerobic,positive,"NA","NA",NA,NA,NA
1270,1269,aerobic,positive,ligninolysis,"NA",no,no,coccus
1272,57493,aerobic,positive,nitrate_reduction,"NA",no,no,coccus
1273,1269,aerobic,positive,"NA","NA",NA,NA,coccus
1274,57495,aerobic,positive,"NA","NA",NA,NA,coccus
1275,57493,aerobic,positive,"arsenate_reduction,nitrate_reduction","NA",NA,NA,NA
1276,57499,aerobic,positive,"NA","NA",no,no,coccus
1280,1279,anaerobic,positive,nitrate_reduction,"NA",no,no,coccus
1281,1279,facultative,positive,nitrate_reduction,"NA",no,no,coccus
1282,1279,facultative,positive,nitrate_reduction,"NA",no,no,coccus
1283,1279,aerobic,positive,"NA","NA",no,no,coccus
1284,1279,aerobic,positive,nitrate_reduction,"NA",no,no,coccus
1285,1279,aerobic,positive,nitrate_reduction,"NA",no,NA,NA
1286,1279,aerobic,positive,nitrate_reduction,"NA",no,no,coccus
1288,1279,aerobic,positive,"NA","NA",no,no,coccus
1290,1279,facultative,positive,"NA","NA",no,no,coccus
1292,1279,aerobic,positive,"NA","NA",no,no,coccus
1293,1279,aerobic,positive,nitrate_reduction,"NA",NA,no,coccus
1294,1279,aerobic,positive,nitrate_reduction,"NA",NA,NA,NA
1295,1279,facultative,NA,nitrate_reduction,"NA",NA,NA,NA
1296,2803850,aerobic,positive,nitrate_reduction,"NA",NA,NA,bacillus
1299,1298,aerobic,positive,"NA","NA",no,no,coccus
1302,1301,NA,positive,"NA","NA",no,no,coccus
1303,1301,facultative,positive,"NA","fructose,galactose,lactose,maltose,mannose,raffinose,sucrose,glucose,galactonic_acid",no,no,coccus
1304,1301,facultative,positive,"NA","NA",no,no,coccus
1305,1301,facultative,positive,"NA","NA",no,no,coccus
1307,1301,facultative,positive,"NA","NA",no,no,coccus
1308,1301,facultative,positive,fermentation,"NA",no,no,coccus
1309,1301,facultative,positive,"NA","NA",no,no,coccus
1310,1301,anaerobic,positive,fermentation,"NA",no,no,coccus
1311,1301,facultative,positive,"NA","NA",no,no,coccus
1313,1301,facultative,positive,"NA","NA",no,no,coccus
1314,1301,facultative,positive,"NA","NA",no,no,coccus
1317,1301,anaerobic,positive,"NA","NA",no,no,coccus
1318,1301,anaerobic,positive,"NA","NA",no,no,coccus
1322,572511,anaerobic,positive,"NA","NA",no,no,coccus
1323,1573536,anaerobic,positive,"NA","NA",NA,NA,pleomorphic
1326,1301,microaerophilic,positive,"NA","NA",NA,NA,NA
1328,1301,aerobic,positive,"NA","glucose,lactose",no,no,coccus
1329,1301,facultative,positive,"NA","NA",no,no,coccus
1333,1301,microaerophilic,positive,"NA","NA",no,no,coccus
1334,1301,facultative,positive,"NA","NA",no,no,coccus
1335,1301,NA,positive,"fermentation,xylan_degradation","NA",no,no,coccus
1336,1301,facultative,positive,"NA","NA",no,no,coccus
1337,1301,microaerophilic,positive,"NA","NA",NA,NA,NA
1338,1301,anaerobic,positive,"NA","NA",no,no,coccus
1339,1301,anaerobic,positive,"NA","NA",no,no,coccus
1340,1301,anaerobic,positive,"NA","NA",no,no,coccus
1341,1301,NA,positive,"NA","NA",no,no,coccus
1343,1301,anaerobic,positive,"NA","NA",no,no,coccus
1345,1301,aerobic,positive,"NA","NA",no,NA,coccus
1346,1301,aerobic,positive,"NA","NA",no,no,coccus
1348,1301,aerobic,positive,"NA","NA",no,no,coccus
1349,1301,facultative,positive,"NA","NA",no,no,coccus
1351,1350,facultative,positive,fermentation,"NA",no,no,coccus
1352,1350,facultative,positive,"NA","NA",no,no,coccus
1353,1350,aerobic,positive,"NA","NA",no,no,coccus
1354,1350,facultative,positive,"NA","NA",no,no,coccus
1355,1350,aerobic,positive,"NA","NA",NA,NA,coccus
1356,1350,microaerophilic,positive,"NA","NA",no,NA,NA
1358,1357,facultative,positive,fermentation,"NA",no,no,coccus
1363,1357,facultative,positive,"NA","NA",no,no,coccus
1364,1357,facultative,positive,fermentation,"NA",no,NA,coccus
1365,1357,facultative,positive,fermentation,"NA",NA,no,NA
1366,1357,facultative,positive,fermentation,"NA",no,no,coccus
1371,1370,aerobic,positive,"NA","NA",NA,yes,coccus
1373,1372,aerobic,positive,"NA","NA",NA,NA,NA
1374,1372,NA,positive,"NA","NA",NA,NA,NA
1376,1375,NA,positive,"NA","NA",no,no,coccus
1377,1375,aerobic,positive,"NA","NA",no,no,coccus
1379,1378,facultative,positive,"NA","NA",no,yes,coccus
1381,1380,anaerobic,positive,"NA","NA",no,no,bacillus
1382,2767353,anaerobic,positive,"NA","NA",no,no,coccus
1383,2767353,anaerobic,positive,"NA","NA",no,no,bacillus
1390,1386,aerobic,positive,nitrate_reduction,"NA",yes,yes,bacillus
1391,55079,aerobic,positive,"ligninolysis,nitrate_reduction","NA",yes,yes,bacillus
1392,1386,facultative,positive,nitrate_reduction,"NA",yes,yes,bacillus
1393,55080,aerobic,positive,nitrate_reduction,"NA",yes,yes,bacillus
1396,1386,aerobic,positive,"fermentation,chitin_degradation,nitrate_reduction","NA",yes,yes,bacillus
1397,2837506,aerobic,positive,chitin_degradation,"NA",NA,yes,bacillus
1398,2817139,facultative,positive,aerobic_heterotrophy,"NA",yes,yes,bacillus
1399,2675230,aerobic,positive,nitrate_reduction,"NA",yes,NA,bacillus
1401,44249,aerobic,positive,cellulose_degradation,"NA",NA,NA,NA
1402,1386,aerobic,positive,"chitin_degradation,fermentation,aerobic_chemo_heterotrophy,nitrate_reduction","NA",yes,yes,bacillus
1404,2800373,aerobic,positive,"aerobic_chemo_heterotrophy,thiosulfate_oxidation_dark","NA",yes,yes,bacillus
1405,1386,aerobic,positive,"NA","NA",yes,no,bacillus
1406,44249,aerobic,positive,"xylan_degradation,fermentation,nitrate_reduction","NA",yes,yes,bacillus
1407,2675229,aerobic,positive,nitrate_reduction,"NA",NA,yes,bacillus
1408,1386,aerobic,positive,"cellulose_degradation,ligninolysis","NA",yes,yes,bacillus
1411,2675234,obligate aerobic,positive,"cellulose_degradation,nitrate_reduction","arabinose,cellobiose,fructose,galactose,glucose,maltose,mannitol,mannose,salicin,sorbitol,sucrose,trehalose,tween_20,tween_40,tween_60",yes,flagella,bacillus
1413,2837485,aerobic,positive,"cellulose_degradation,nitrate_reduction","cellobiose,fructose,glucose,lactose,maltose,mannose,salicin,sucrose,trehalose,tween_20,tween_40,tween_60",yes,yes,bacillus
1418,379065,aerobic,NA,"NA","fructose,galactose,glucose,glycerol,lactose,maltose,mannitol,mannose,raffinose,sorbitol,sucrose,trehalose,tween_20,tween_40,tween_60,xylose",yes,flagella,bacillus
1421,400634,aerobic,positive,"NA","NA",yes,yes,bacillus
1422,129337,aerobic,positive,"aerobic_chemo_heterotrophy,nitrite_reduction_to_ammonia,denitrification,aliphatic_non_methane_hydrocarbon_degradation,hydrocarbon_degradation","NA",yes,yes,bacillus
1423,1386,aerobic,positive,"nitrite_reduction,ligninolysis,nitrite_reduction_to_ammonia,nitrate_reduction_to_ammonia,xylan_degradation,nitrate_reduction,cellulose_degradation,thiosulfate_oxidation_dark","NA",yes,yes,bacillus
1426,1906945,aerobic,positive,nitrate_reduction,"NA",yes,yes,bacillus
1428,1386,aerobic,positive,"cellulose_degradation,fermentation,nitrate_reduction","NA",yes,yes,bacillus
1445,2675234,aerobic,positive,nitrate_reduction,"NA",yes,NA,bacillus
1449,29331,anaerobic,positive,xylan_degradation,"NA",yes,yes,bacillus
1450,29330,aerobic,positive,"NA","NA",yes,yes,bacillus
1451,44249,aerobic,positive,nitrate_reduction,"NA",NA,yes,bacillus
1452,1386,facultative,positive,"ligninolysis,nitrate_reduction","NA",yes,yes,bacillus
1454,2837509,anaerobic,positive,"nitrite_reduction,denitrification,nitrous_oxide_reduction,nitrate_reduction,aerobic_chemo_heterotrophy,fumarate_reduction","NA",yes,yes,bacillus
1455,1386,aerobic,positive,"NA","NA",NA,yes,bacillus
1456,1386,microaerophilic,positive,"aromatic_compound_degradation,nitrate_reduction","NA",NA,NA,NA
1457,29330,aerobic,positive,"NA","NA",NA,NA,NA
1458,2675233,aerobic,NA,"NA","NA",NA,yes,bacillus
1459,1569,aerobic,positive,"NA","NA",NA,NA,NA
1461,1221880,aerobic,positive,"NA","NA",NA,NA,NA
1462,129337,aerobic,positive,arsenate_reduction,"NA",yes,yes,bacillus
1464,44249,aerobic,positive,"NA","NA",yes,yes,bacillus
1465,55080,aerobic,positive,nitrate_reduction,"NA",yes,yes,bacillus
1467,2804231,aerobic,positive,nitrate_reduction,"NA",yes,NA,bacillus
1471,1386,aerobic,positive,"methanol_oxidation,methylotrophy","NA",yes,NA,bacillus
1472,44249,facultative,positive,cellulose_degradation,"NA",NA,NA,NA
1473,84406,aerobic,positive,aerobic_chemo_heterotrophy,"NA",NA,NA,NA
1474,1569,aerobic,positive,"NA","NA",NA,NA,NA
1476,1569,aerobic,positive,fermentation,"NA",NA,NA,NA
1478,2675229,aerobic,positive,nitrate_reduction,"NA",yes,yes,bacillus
1479,1386,facultative,positive,"NA","NA",yes,yes,bacillus
1482,84406,facultative,positive,nitrate_reduction,"NA",NA,NA,NA
1484,1609627,aerobic,positive,"nitrate_reduction,carbonmonoxide_oxidation,hydrogen_oxidation_dark,aerobic_chemo_heterotrophy","NA",yes,yes,bacillus
1487,1485,anaerobic,NA,acetogenesis,"NA",NA,NA,NA
1488,1485,obligate anaerobic,positive,"fermentation,nitrogen_fixation,gelatin_degradation","NA",yes,yes,bacillus
1490,1849822,anaerobic,positive,"aromatic_compound_degradation,fermentation","NA",yes,NA,NA
1491,1485,anaerobic,positive,aromatic_compound_degradation,"NA",yes,yes,bacillus
1492,1485,anaerobic,positive,"nitrite_reduction_to_ammonia,nitrogen_fixation,fermentation,nitrite_reduction","NA",yes,yes,bacillus
1493,1485,anaerobic,negative,"fermentation,xylan_degradation,cellulose_degradation","NA",yes,no,bacillus
1494,1485,anaerobic,positive,"aromatic_compound_degradation,fermentation","NA",NA,NA,NA
1495,1485,anaerobic,positive,fermentation,"NA",yes,yes,bacillus
1496,1870884,anaerobic,positive,aromatic_compound_degradation,"NA",yes,yes,bacillus
1497,1485,anaerobic,positive,"fermentation,aromatic_compound_degradation,acetogenesis","NA",yes,yes,bacillus
1498,1769729,anaerobic,positive,"aromatic_compound_degradation,fermentation","NA",NA,NA,NA
1499,1508657,anaerobic,positive,cellulose_degradation,"NA",NA,NA,NA
1501,1485,anaerobic,positive,"nitrogen_fixation,fermentation","NA",yes,yes,bacillus
1502,1485,anaerobic,positive,"nitrate_reduction,denitrification,nitrite_reduction,nitric_oxide_reduction,nitrous_oxide_reduction,fermentation,heterotrophic","NA",yes,yes,bacillus
1503,1505664,anaerobic,positive,fermentation,"NA",yes,yes,bacillus
1504,1485,obligate anaerobic,positive,fermentation,"NA",yes,yes,bacillus
1505,1849828,anaerobic,positive,aromatic_compound_degradation,"NA",yes,yes,bacillus
1509,1485,anaerobic,positive,"aminoacid_degradation,aromatic_compound_degradation,fermentation","NA",yes,yes,bacillus
1510,2304691,anaerobic,positive,"fermentation,cellulose_degradation","NA",yes,yes,bacillus
1511,186831,anaerobic,positive,aromatic_compound_degradation,"NA",yes,yes,bacillus
1512,1506553,anaerobic,positive,"fermentation,heterotrophic","NA",yes,yes,bacillus
1513,1485,anaerobic,positive,aromatic_compound_degradation,"NA",yes,yes,bacillus
1515,35829,anaerobic,positive,"cellulose_degradation,fermentation,chitin_degradation","NA",yes,yes,bacillus
1516,1754,anaerobic,positive,"sulfite_reduction,nitrate_reduction","NA",yes,NA,bacillus
1517,28895,obligate anaerobic,positive,"sulfite_reduction,fermentation,nitrate_reduction,xylan_degradation","NA",yes,yes,bacillus
1519,1485,anaerobic,positive,fermentation,"NA",yes,yes,bacillus
1520,1485,anaerobic,positive,"fermentation,nitrogen_fixation","NA",yes,yes,bacillus
1521,1508657,anaerobic,positive,cellulose_degradation,"NA",yes,yes,bacillus
1522,1505663,anaerobic,positive,"NA","NA",yes,yes,NA
1523,1485,NA,NA,cellulose_degradation,"NA",NA,NA,NA
1525,44260,anaerobic,positive,"fermentation,nitrate_reduction,acetogenesis,autotrophy","NA",yes,NA,bacillus
1526,1506553,anaerobic,positive,"fermentation,sulfate_reduction","NA",yes,no,bacillus
1527,1843210,anaerobic,positive,"chitin_degradation,fermentation","NA",yes,NA,NA
1528,1730,NA,positive,fermentation,"NA",NA,NA,NA
1529,1485,anaerobic,positive,fermentation,"NA",NA,NA,NA
1530,1485,anaerobic,positive,"NA","NA",NA,NA,NA
1531,2719313,anaerobic,positive,"fermentation,heterotrophic","NA",yes,yes,bacillus
1532,572511,NA,positive,fermentation,"NA",NA,NA,NA
1533,1485,anaerobic,positive,"NA","NA",yes,yes,NA
1534,1485,anaerobic,positive,fermentation,"NA",yes,yes,bacillus
1535,NA,anaerobic,positive,"NA","NA",yes,yes,bacillus
1536,1769729,NA,positive,"fermentation,aromatic_compound_degradation","NA",NA,NA,NA
1537,1501226,anaerobic,positive,aromatic_compound_degradation,"NA",yes,NA,bacillus
1538,1485,anaerobic,positive,"acetogenesis,fermentation","NA",yes,yes,bacillus
1539,1485,NA,positive,"NA","NA",NA,NA,NA
1540,1870884,NA,positive,"NA","NA",yes,NA,NA
