,Sample Name,run_accession,analyte_type,submitted_subject_id
1356,700096394,SRR041628,G_DNA_Hard palate,160765029.0
1357,700100312,SRR041629,G_DNA_Stool,159268001.0
1358,700035272,SRR041630,G_DNA_Buccal mucosa,158357646.0
1359,700016805,SRR041631,G_DNA_L_Retroauricular crease,159268001.0
1360,700032453,SRR041632,G_DNA_Subgingival plaque,160036745.0
1361,700100324,SRR041633,G_DNA_Tongue dorsum,159268001.0
1362,700095699,SRR041634,G_DNA_R_Retroauricular crease,160704339.0
1363,700097222,SRR041635,G_DNA_Subgingival plaque,158479027.0
1364,700016786,SRR041636,G_DNA_Hard palate,159268001.0
1365,700102383,SRR041637,G_DNA_Saliva,159490532.0
1366,700100342,SRR041638,G_DNA_R_Retroauricular crease,159268001.0
1367,700097204,SRR041639,G_DNA_Saliva,158479027.0
1368,700035282,SRR041640,G_DNA_Subgingival plaque,158357646.0
1369,700035278,SRR041641,G_DNA_Throat,158357646.0
1370,700016740,SRR041642,G_DNA_Supragingival plaque,159288231.0
1371,700097899,SRR041643,G_DNA_Mid vagina,158337416.0
1372,700035773,SRR041644,G_DNA_Subgingival plaque,160380657.0
1373,700100320,SRR041645,G_DNA_Saliva,159268001.0
1374,700102375,SRR041646,G_DNA_Stool,159490532.0
1375,700032450,SRR041647,G_DNA_Supragingival plaque,160036745.0
1376,700097877,SRR041648,G_DNA_Attached/Keratinized gingiva,158337416.0
1377,700096406,SRR041649,G_DNA_Subgingival plaque,160765029.0
1378,700016728,SRR041650,G_DNA_Tongue dorsum,159288231.0
1379,700095677,SRR041651,G_DNA_Saliva,160704339.0
1380,700032459,SRR041652,G_DNA_R_Retroauricular crease,160036745.0
1381,700100328,SRR041653,G_DNA_Buccal mucosa,159268001.0
1385,700034649,SRR041671,G_DNA_Saliva,160461578.0
1386,700095876,SRR041672,G_DNA_Subgingival plaque,160845950.0
1387,700101600,SRR041673,G_DNA_Stool,159571453.0
1388,700095255,SRR041674,G_DNA_Palatine Tonsils,160643649.0
1389,700101626,SRR041675,G_DNA_Subgingival plaque,159571453.0
1390,700033247,SRR041676,G_DNA_R_Retroauricular crease,159308461.0
1392,700097736,SRR041678,G_DNA_Subgingival plaque,158256496.0
1393,700034270,SRR041679,G_DNA_Buccal mucosa,160502038.0
1394,700016484,SRR041680,G_DNA_Hard palate,159207311.0
1395,700034274,SRR041681,G_DNA_Palatine Tonsils,160502038.0
1396,700101622,SRR041682,G_DNA_Throat,159571453.0
1397,700101388,SRR041683,G_DNA_Throat,159551223.0
1398,700032252,SRR041684,G_DNA_Saliva,159753524.0
1399,700033719,SRR041685,G_DNA_Anterior nares,159551223.0
1400,700095551,SRR041686,G_DNA_Saliva,160663879.0
1401,700101115,SRR041687,G_DNA_Palatine Tonsils,159308461.0
1403,700033226,SRR041689,G_DNA_Buccal mucosa,159308461.0
1404,700034124,SRR041690,G_DNA_Supragingival plaque,160481808.0
1405,700033256,SRR041691,G_DNA_Anterior nares,159308461.0
1409,700095563,SRR041695,G_DNA_Palatine Tonsils,160663879.0
1410,700095504,SRR041696,G_DNA_Attached/Keratinized gingiva,160400887.0
1411,700101331,SRR041697,G_DNA_Throat,159672603.0
1413,700032270,SRR041699,G_DNA_Subgingival plaque,159753524.0
1414,700101123,SRR041701,G_DNA_L_Retroauricular crease,159308461.0
1415,700034262,SRR041702,G_DNA_Saliva,160502038.0
1416,700101345,SRR041703,G_DNA_Anterior nares,159672603.0
1417,700095567,SRR041704,G_DNA_Supragingival plaque,160663879.0
1418,700101398,SRR041705,G_DNA_L_Antecubital fossa,159551223.0
1419,700101251,SRR041706,G_DNA_Saliva,158944319.0
1420,700095858,SRR041707,G_DNA_Saliva,160845950.0
1421,700101620,SRR041708,G_DNA_Palatine Tonsils,159571453.0
1422,700033232,SRR041709,G_DNA_Palatine Tonsils,159308461.0
1424,700095868,SRR041711,G_DNA_Attached/Keratinized gingiva,160845950.0
1425,700032260,SRR041712,G_DNA_Buccal mucosa,159753524.0
1426,700033683,SRR041713,G_DNA_Tongue dorsum,159551223.0
1427,700016391,SRR041714,G_DNA_Tongue dorsum,159328691.0
1428,700095506,SRR041715,G_DNA_Palatine Tonsils,160400887.0
1429,700033710,SRR041716,G_DNA_R_Retroauricular crease,159551223.0
1430,700032189,SRR041717,G_DNA_Attached/Keratinized gingiva,159571453.0
1431,700099934,SRR041718,G_DNA_Subgingival plaque,159005010.0
1432,700100643,SRR041719,G_DNA_Supragingival plaque,159207311.0
1433,700101284,SRR041720,G_DNA_Vaginal introitus,158944319.0
1434,700098593,SRR041721,G_DNA_L_Antecubital fossa,158499257.0
1436,700099331,SRR041723,G_DNA_Supragingival plaque,158924089.0
1437,700016403,SRR041724,G_DNA_Supragingival plaque,159328691.0
1438,700034682,SRR041725,G_DNA_Subgingival plaque,160461578.0
1439,700034118,SRR041726,G_DNA_Attached/Keratinized gingiva,160481808.0
1442,700016387,SRR041729,G_DNA_Saliva,159328691.0
1444,700034114,SRR041731,G_DNA_Hard palate,160481808.0
1445,700016470,SRR041732,G_DNA_Stool,159207311.0
1446,700033220,SRR041733,G_DNA_Tongue dorsum,159308461.0
1448,700101394,SRR041735,G_DNA_L_Retroauricular crease,159551223.0
1449,700099321,SRR041736,G_DNA_Hard palate,158924089.0
1452,700099315,SRR041739,G_DNA_Saliva,158924089.0
1453,700095866,SRR041740,G_DNA_Buccal mucosa,160845950.0
1455,700098577,SRR041742,G_DNA_Buccal mucosa,158499257.0
1457,700034278,SRR041744,G_DNA_Supragingival plaque,160502038.0
1458,700097718,SRR041745,G_DNA_Saliva,158256496.0
1460,700033229,SRR041747,G_DNA_Attached/Keratinized gingiva,159308461.0
1462,700101380,SRR041749,G_DNA_Hard palate,159551223.0
1463,700095874,SRR041750,G_DNA_Supragingival plaque,160845950.0
1465,700100635,SRR041752,G_DNA_Buccal mucosa,159207311.0
1466,700035891,SRR041753,G_DNA_R_Retroauricular crease,160218816.0
1467,700035881,SRR041754,G_DNA_Palatine Tonsils,160218816.0
1468,700095872,SRR041755,G_DNA_Throat,160845950.0
1471,700101321,SRR041758,G_DNA_Tongue dorsum,159672603.0
1473,700099333,SRR041760,G_DNA_Subgingival plaque,158924089.0
1474,700035885,SRR041761,G_DNA_Supragingival plaque,160218816.0
1475,700101390,SRR041762,G_DNA_Supragingival plaque,159551223.0
1476,700095878,SRR041763,G_DNA_L_Retroauricular crease,160845950.0
1477,700099327,SRR041764,G_DNA_Palatine Tonsils,158924089.0
1478,700033665,SRR041765,G_DNA_Stool,159551223.0
1479,700095486,SRR041766,G_DNA_Stool,160400887.0
1480,700101392,SRR041767,G_DNA_Subgingival plaque,159551223.0
1482,700016395,SRR041770,G_DNA_Buccal mucosa,159328691.0
1483,700101117,SRR041771,G_DNA_Throat,159308461.0
1485,700097726,SRR041773,G_DNA_Buccal mucosa,158256496.0
1487,700095259,SRR041775,G_DNA_Supragingival plaque,160643649.0
1488,700095251,SRR041776,G_DNA_Buccal mucosa,160643649.0
1490,700101396,SRR041778,G_DNA_R_Retroauricular crease,159551223.0
1491,700101269,SRR041779,G_DNA_Subgingival plaque,158944319.0
1493,700101612,SRR041781,G_DNA_Tongue dorsum,159571453.0
1494,700101636,SRR041782,G_DNA_Anterior nares,159571453.0
1495,700101095,SRR041783,G_DNA_Stool,159308461.0
1496,700033214,SRR041784,G_DNA_Saliva,159308461.0
1497,700016979,SRR041785,G_DNA_Tongue dorsum,159571453.0
1499,700100619,SRR041787,G_DNA_Stool,159207311.0
1500,700100645,SRR041788,G_DNA_Subgingival plaque,159207311.0
1501,700016486,SRR041789,G_DNA_Buccal mucosa,159207311.0
1506,700098587,SRR041794,G_DNA_Subgingival plaque,158499257.0
1507,700101618,SRR041795,G_DNA_Attached/Keratinized gingiva,159571453.0
1508,700095880,SRR041796,G_DNA_R_Retroauricular crease,160845950.0
1509,700101337,SRR041797,G_DNA_L_Retroauricular crease,159672603.0
1510,700099323,SRR041798,G_DNA_Buccal mucosa,158924089.0
1511,700099926,SRR041799,G_DNA_Attached/Keratinized gingiva,159005010.0
1512,700032268,SRR041800,G_DNA_Supragingival plaque,159753524.0
1513,700101366,SRR041801,G_DNA_Stool,159551223.0
1514,700033241,SRR041802,G_DNA_Subgingival plaque,159308461.0
1515,700101265,SRR041803,G_DNA_Throat,158944319.0
1517,700016982,SRR041805,G_DNA_Hard palate,159571453.0
1519,700033695,SRR041807,G_DNA_Palatine Tonsils,159551223.0
1522,700099329,SRR041810,G_DNA_Throat,158924089.0
1524,700035869,SRR041812,G_DNA_Saliva,160218816.0
1525,700095569,SRR041813,G_DNA_Subgingival plaque,160663879.0
1526,700101333,SRR041814,G_DNA_Supragingival plaque,159672603.0
1528,700034659,SRR041816,G_DNA_Attached/Keratinized gingiva,160461578.0
1529,700016214,SRR041817,G_DNA_Stool,159328691.0
1530,700095243,SRR041818,G_DNA_Saliva,160643649.0
1531,700095494,SRR041819,G_DNA_Saliva,160400887.0
1532,700099922,SRR041820,G_DNA_Hard palate,159005010.0
1533,700035408,SRR041821,G_DNA_Saliva,160056975.0
1534,700016985,SRR041822,G_DNA_Buccal mucosa,159571453.0
1536,700101624,SRR041824,G_DNA_Supragingival plaque,159571453.0
1537,700101614,SRR041825,G_DNA_Hard palate,159571453.0
1538,700099325,SRR041826,G_DNA_Attached/Keratinized gingiva,158924089.0
1539,700034120,SRR041827,G_DNA_Palatine Tonsils,160481808.0
1541,700101378,SRR041829,G_DNA_Tongue dorsum,159551223.0
1543,700016488,SRR041831,G_DNA_Attached/Keratinized gingiva,159207311.0
1544,700034641,SRR041832,G_DNA_Stool,160461578.0
1545,700095561,SRR041833,G_DNA_Attached/Keratinized gingiva,160663879.0
1547,700101382,SRR041835,G_DNA_Buccal mucosa,159551223.0
1552,700101113,SRR041840,G_DNA_Attached/Keratinized gingiva,159308461.0
1553,700095864,SRR041841,G_DNA_Hard palate,160845950.0
1554,700032264,SRR041842,G_DNA_Palatine Tonsils,159753524.0
1555,700101103,SRR041843,G_DNA_Saliva,159308461.0
1556,700101255,SRR041844,G_DNA_Tongue dorsum,158944319.0
1557,700101288,SRR041845,G_DNA_Posterior fornix,158944319.0
1558,700016399,SRR041846,G_DNA_Palatine Tonsils,159328691.0
1560,700101558,SRR041848,G_DNA_Supragingival plaque,159713063.0
1561,700033698,SRR041849,G_DNA_Throat,159551223.0
1562,700095565,SRR041850,G_DNA_Throat,160663879.0
1563,700016994,SRR041851,G_DNA_Throat,159571453.0
1564,700098561,SRR041852,G_DNA_Stool,158499257.0
1566,700098575,SRR041854,G_DNA_Hard palate,158499257.0
1567,700099928,SRR041855,G_DNA_Palatine Tonsils,159005010.0
1568,700101286,SRR041856,G_DNA_Mid vagina,158944319.0
1569,700098569,SRR041857,G_DNA_Saliva,158499257.0
1570,700099908,SRR041858,G_DNA_Stool,159005010.0
1571,700101259,SRR041859,G_DNA_Buccal mucosa,158944319.0
1576,700035418,SRR041864,G_DNA_Attached/Keratinized gingiva,160056975.0
1577,700095573,SRR041865,G_DNA_R_Retroauricular crease,160663879.0
1578,700098589,SRR041866,G_DNA_L_Retroauricular crease,158499257.0
1581,700100627,SRR041869,G_DNA_Saliva,159207311.0
1583,700035256,SRR041871,G_DNA_Stool,158357646.0
1584,700034272,SRR041872,G_DNA_Attached/Keratinized gingiva,160502038.0
1586,700095571,SRR041874,G_DNA_L_Retroauricular crease,160663879.0
1587,700035883,SRR041875,G_DNA_Throat,160218816.0
1588,700016997,SRR041876,G_DNA_Supragingival plaque,159571453.0
1590,700035879,SRR041878,G_DNA_Attached/Keratinized gingiva,160218816.0
1591,700016991,SRR041879,G_DNA_Palatine Tonsils,159571453.0
1592,700095261,SRR041880,G_DNA_Subgingival plaque,160643649.0
1594,700095559,SRR041882,G_DNA_Buccal mucosa,160663879.0
1595,700033238,SRR041883,G_DNA_Supragingival plaque,159308461.0
1596,700016405,SRR041884,G_DNA_Subgingival plaque,159328691.0
1597,700098595,SRR041885,G_DNA_R_Antecubital fossa,158499257.0
1598,700101277,SRR041886,G_DNA_R_Antecubital fossa,158944319.0
1599,700016401,SRR041887,G_DNA_Throat,159328691.0
1600,700033223,SRR041888,G_DNA_Hard palate,159308461.0
1603,700101109,SRR041891,G_DNA_Hard palate,159308461.0
1604,700016496,SRR041892,G_DNA_Subgingival plaque,159207311.0
1605,700016478,SRR041893,G_DNA_Saliva,159207311.0
1606,700101257,SRR041894,G_DNA_Hard palate,158944319.0
1607,700034126,SRR041895,G_DNA_Subgingival plaque,160481808.0
1610,700098585,SRR041898,G_DNA_Supragingival plaque,158499257.0
1611,700101271,SRR041899,G_DNA_L_Retroauricular crease,158944319.0
1612,700035887,SRR041900,G_DNA_Subgingival plaque,160218816.0
1613,700095884,SRR041901,G_DNA_R_Antecubital fossa,160845950.0
1619,700035426,SRR041907,G_DNA_Subgingival plaque,160056975.0
1621,700101273,SRR041909,G_DNA_R_Retroauricular crease,158944319.0
1623,700035897,SRR041912,G_DNA_Anterior nares,160218816.0
1624,700097734,SRR041913,G_DNA_Supragingival plaque,158256496.0
1625,700101542,SRR041914,G_DNA_Saliva,159713063.0
1626,700095235,SRR041915,G_DNA_Stool,160643649.0
1627,700099337,SRR041916,G_DNA_R_Retroauricular crease,158924089.0
1628,700101125,SRR041917,G_DNA_R_Retroauricular crease,159308461.0
1629,700095555,SRR041918,G_DNA_Tongue dorsum,160663879.0
1630,700101279,SRR041919,G_DNA_Anterior nares,158944319.0
1631,700100637,SRR041920,G_DNA_Attached/Keratinized gingiva,159207311.0
1632,700099932,SRR041921,G_DNA_Supragingival plaque,159005010.0
1633,700101630,SRR041922,G_DNA_R_Retroauricular crease,159571453.0
1634,700101384,SRR041923,G_DNA_Attached/Keratinized gingiva,159551223.0
1635,700095886,SRR041924,G_DNA_Anterior nares,160845950.0
1636,700033713,SRR041925,G_DNA_L_Antecubital fossa,159551223.0
1639,700099319,SRR041928,G_DNA_Tongue dorsum,158924089.0
1640,700101400,SRR041929,G_DNA_R_Antecubital fossa,159551223.0
1641,700095850,SRR041930,G_DNA_Stool,160845950.0
1642,700098583,SRR041931,G_DNA_Throat,158499257.0
1643,700034100,SRR041932,G_DNA_Stool,160481808.0
1644,700035875,SRR041933,G_DNA_Hard palate,160218816.0
1645,700016397,SRR041934,G_DNA_Attached/Keratinized gingiva,159328691.0
1646,700095543,SRR041935,G_DNA_Stool,160663879.0
1648,700101317,SRR041937,G_DNA_Saliva,159672603.0
1650,700098581,SRR041939,G_DNA_Palatine Tonsils,158499257.0
1652,700099343,SRR041941,G_DNA_Anterior nares,158924089.0
1654,700101325,SRR041943,G_DNA_Buccal mucosa,159672603.0
1656,700101275,SRR041945,G_DNA_L_Antecubital fossa,158944319.0
1657,700101335,SRR041946,G_DNA_Subgingival plaque,159672603.0
1658,700095862,SRR041947,G_DNA_Tongue dorsum,160845950.0
1659,700098573,SRR041948,G_DNA_Tongue dorsum,158499257.0
1660,700101327,SRR041949,G_DNA_Attached/Keratinized gingiva,159672603.0
1661,700101560,SRR041950,G_DNA_Subgingival plaque,159713063.0
1664,700099307,SRR041953,G_DNA_Stool,158924089.0
1665,700095253,SRR041954,G_DNA_Attached/Keratinized gingiva,160643649.0
1667,700101374,SRR041956,G_DNA_Saliva,159551223.0
1669,700033244,SRR041958,G_DNA_L_Retroauricular crease,159308461.0
1670,700099924,SRR041959,G_DNA_Buccal mucosa,159005010.0
1671,700101402,SRR041960,G_DNA_Anterior nares,159551223.0
1672,700101534,SRR041961,G_DNA_Stool,159713063.0
1674,700101261,SRR041963,G_DNA_Attached/Keratinized gingiva,158944319.0
1675,700095882,SRR041964,G_DNA_L_Antecubital fossa,160845950.0
1677,700101111,SRR041966,G_DNA_Buccal mucosa,159308461.0
1678,700101628,SRR041967,G_DNA_L_Retroauricular crease,159571453.0
1679,700035889,SRR041968,G_DNA_L_Retroauricular crease,160218816.0
1680,700035424,SRR041969,G_DNA_Supragingival plaque,160056975.0
1681,700099335,SRR041970,G_DNA_L_Retroauricular crease,158924089.0
1682,700095502,SRR041971,G_DNA_Buccal mucosa,160400887.0
1683,700101552,SRR041972,G_DNA_Attached/Keratinized gingiva,159713063.0
1685,700095249,SRR041974,G_DNA_Hard palate,160643649.0
1686,700034280,SRR041975,G_DNA_Subgingival plaque,160502038.0
1687,700097730,SRR041976,G_DNA_Palatine Tonsils,158256496.0
1688,700035861,SRR041977,G_DNA_Stool,160218816.0
1689,700033677,SRR041978,G_DNA_Saliva,159551223.0
1690,700034657,SRR041979,G_DNA_Buccal mucosa,160461578.0
1692,700033707,SRR041981,G_DNA_L_Retroauricular crease,159551223.0
1693,700033686,SRR041982,G_DNA_Hard palate,159551223.0
1694,700097724,SRR041983,G_DNA_Hard palate,158256496.0
1695,700035873,SRR041984,G_DNA_Tongue dorsum,160218816.0
1698,700101107,SRR041987,G_DNA_Tongue dorsum,159308461.0
1699,700101554,SRR041988,G_DNA_Palatine Tonsils,159713063.0
1700,700033716,SRR041989,G_DNA_R_Antecubital fossa,159551223.0
1701,700033704,SRR041990,G_DNA_Subgingival plaque,159551223.0
1706,700033689,SRR041995,G_DNA_Buccal mucosa,159551223.0
1707,700095870,SRR041996,G_DNA_Palatine Tonsils,160845950.0
1708,700101386,SRR041997,G_DNA_Palatine Tonsils,159551223.0
1709,700101608,SRR041998,G_DNA_Saliva,159571453.0
1710,700101267,SRR041999,G_DNA_Supragingival plaque,158944319.0
1711,700101121,SRR042000,G_DNA_Subgingival plaque,159308461.0
1712,700101263,SRR042001,G_DNA_Palatine Tonsils,158944319.0
1713,700034116,SRR042002,G_DNA_Buccal mucosa,160481808.0
1714,700101616,SRR042003,G_DNA_Buccal mucosa,159571453.0
1715,700034108,SRR042004,G_DNA_Saliva,160481808.0
1716,700033701,SRR042005,G_DNA_Supragingival plaque,159551223.0
1717,700095512,SRR042006,G_DNA_Subgingival plaque,160400887.0
1718,700035877,SRR042007,G_DNA_Buccal mucosa,160218816.0
1720,700095557,SRR042009,G_DNA_Hard palate,160663879.0
1721,700095510,SRR042010,G_DNA_Supragingival plaque,160400887.0
1722,700098597,SRR042011,G_DNA_Anterior nares,158499257.0
1725,700033235,SRR042015,G_DNA_Throat,159308461.0
1726,700099916,SRR042016,G_DNA_Saliva,159005010.0
1727,700101329,SRR042017,G_DNA_Palatine Tonsils,159672603.0
1728,700098591,SRR042018,G_DNA_R_Retroauricular crease,158499257.0
1731,700016393,SRR042021,G_DNA_Hard palate,159328691.0
1732,700100633,SRR042022,G_DNA_Hard palate,159207311.0
1733,700034680,SRR042023,G_DNA_Supragingival plaque,160461578.0
1735,700033202,SRR042025,G_DNA_Stool,159308461.0
1736,700034661,SRR042026,G_DNA_Palatine Tonsils,160461578.0
1741,700100069,SRR042797,G_DNA_L_Retroauricular crease,158721788.0
1744,700032123,SRR042800,G_DNA_Anterior nares,159672603.0
1746,700032462,SRR042802,G_DNA_L_Antecubital fossa,160036745.0
1748,700100464,SRR042804,G_DNA_L_Antecubital fossa,159369152.0
1755,700095575,SRR042811,G_DNA_L_Antecubital fossa,160663879.0
1757,700096414,SRR042813,G_DNA_R_Antecubital fossa,160765029.0
1758,700035619,SRR042814,G_DNA_Throat,160097436.0
1759,700100518,SRR042816,G_DNA_L_Retroauricular crease,159247771.0
1760,700032966,SRR042818,G_DNA_Throat,160421117.0
1762,700100340,SRR042820,G_DNA_L_Retroauricular crease,159268001.0
1763,700035365,SRR042821,G_DNA_R_Antecubital fossa,160016515.0
1765,700032037,SRR042823,G_DNA_L_Antecubital fossa,159632143.0
1766,700032465,SRR042824,G_DNA_R_Antecubital fossa,160036745.0
1767,700034958,SRR042825,G_DNA_L_Antecubital fossa,160603188.0
1778,700032101,SRR042836,G_DNA_Hard palate,159672603.0
1780,700033410,SRR042838,G_DNA_L_Retroauricular crease,159450072.0
1781,700033554,SRR042839,G_DNA_R_Antecubital fossa,159490532.0
1783,700016816,SRR042841,G_DNA_R_Antecubital fossa,159268001.0
1785,700032288,SRR042843,G_DNA_R_Antecubital fossa,159672603.0
1787,700097893,SRR042845,G_DNA_R_Antecubital fossa,158337416.0
1789,700034826,SRR042847,G_DNA_L_Antecubital fossa,160582958.0
1793,700035781,SRR042851,G_DNA_R_Antecubital fossa,160380657.0
1795,700034893,SRR042853,G_DNA_Anterior nares,160542498.0
1799,700032187,SRR042857,G_DNA_Anterior nares,159429842.0
1801,700100460,SRR042859,G_DNA_L_Retroauricular crease,159369152.0
1802,700107093,SRR042860,G_DNA_R_Antecubital fossa,159814214.0
1803,700033611,SRR042861,G_DNA_R_Antecubital fossa,159611913.0
1806,700032181,SRR042864,G_DNA_L_Antecubital fossa,159429842.0
1807,700035989,SRR042865,G_DNA_Anterior nares,160259276.0
1809,700100573,SRR042867,G_DNA_Hard palate,159510762.0
1811,700035693,SRR042869,G_DNA_Anterior nares,160137896.0
1817,700097228,SRR042875,G_DNA_L_Antecubital fossa,158479027.0
1819,700033986,SRR042877,G_DNA_Supragingival plaque,159207311.0
1821,700035777,SRR042879,G_DNA_R_Retroauricular crease,160380657.0
1822,700096412,SRR042880,G_DNA_L_Antecubital fossa,160765029.0
1825,700032119,SRR042883,G_DNA_L_Antecubital fossa,159672603.0
1826,700032653,SRR042884,G_DNA_Saliva,160016515.0
1831,700035361,SRR042889,G_DNA_R_Retroauricular crease,160016515.0
1834,700102407,SRR042892,G_DNA_L_Antecubital fossa,159490532.0
1837,700095579,SRR042895,G_DNA_Anterior nares,160663879.0
1839,700035840,SRR042898,G_DNA_Anterior nares,160178356.0
1840,700032338,SRR042899,G_DNA_Stool,159915365.0
1841,700035357,SRR042900,G_DNA_Anterior nares,160239046.0
1846,700035567,SRR042905,G_DNA_R_Antecubital fossa,160158126.0
1848,700034828,SRR042907,G_DNA_R_Antecubital fossa,160582958.0
1849,700035775,SRR042908,G_DNA_L_Retroauricular crease,160380657.0
1855,700032980,SRR042914,G_DNA_Anterior nares,160421117.0
1856,700095768,SRR042915,G_DNA_L_Antecubital fossa,160684109.0
1857,700101634,SRR042916,G_DNA_R_Antecubital fossa,159571453.0
1862,700095500,SRR042921,G_DNA_Hard palate,160400887.0
1863,700102468,SRR042922,G_DNA_Anterior nares,160158126.0
1865,700100075,SRR042924,G_DNA_R_Antecubital fossa,158721788.0
1868,700097891,SRR042927,G_DNA_L_Antecubital fossa,158337416.0
1870,700035359,SRR042929,G_DNA_L_Retroauricular crease,160016515.0
1871,700035569,SRR042930,G_DNA_Anterior nares,160158126.0
1872,700095701,SRR042931,G_DNA_L_Antecubital fossa,160704339.0
1875,700035689,SRR042934,G_DNA_L_Antecubital fossa,160137896.0
1877,700095770,SRR042936,G_DNA_R_Antecubital fossa,160684109.0
1880,700035779,SRR042939,G_DNA_L_Antecubital fossa,160380657.0
1882,700100346,SRR042941,G_DNA_R_Antecubital fossa,159268001.0
1884,700033848,SRR042943,G_DNA_R_Antecubital fossa,159814214.0
1888,700035363,SRR042947,G_DNA_L_Antecubital fossa,160016515.0
1892,700032976,SRR042951,G_DNA_L_Antecubital fossa,160421117.0
1893,700102997,SRR042952,G_DNA_L_Retroauricular crease,159450072.0
1895,700035292,SRR042954,G_DNA_Anterior nares,158357646.0
1896,700033971,SRR042955,G_DNA_R_Retroauricular crease,159510762.0
1898,700100504,SRR042957,G_DNA_Hard palate,159247771.0
1899,700095705,SRR042958,G_DNA_Anterior nares,160704339.0
1905,700035691,SRR042964,G_DNA_R_Antecubital fossa,160137896.0
1911,700102466,SRR042970,G_DNA_R_Antecubital fossa,160158126.0
1912,700035565,SRR042971,G_DNA_L_Antecubital fossa,160158126.0
1914,700035196,SRR042973,G_DNA_Palatine Tonsils,160441347.0
1915,700102987,SRR042974,G_DNA_Attached/Keratinized gingiva,159450072.0
1917,700033609,SRR042976,G_DNA_L_Antecubital fossa,159611913.0
1919,700100593,SRR042978,G_DNA_R_Antecubital fossa,159510762.0
1920,700033975,SRR042980,G_DNA_R_Antecubital fossa,159510762.0
1921,700033613,SRR042981,G_DNA_Anterior nares,159611913.0
1922,700015910,SRR042982,G_DNA_R_Antecubital fossa,159369152.0
1923,700016748,SRR042983,G_DNA_L_Antecubital fossa,159288231.0
1928,700035561,SRR042988,G_DNA_L_Retroauricular crease,160158126.0
1930,700015906,SRR042990,G_DNA_R_Retroauricular crease,159369152.0
1931,700032040,SRR042991,G_DNA_R_Antecubital fossa,159632143.0
1933,700034960,SRR042993,G_DNA_R_Antecubital fossa,160603188.0
1937,700035834,SRR042997,G_DNA_R_Retroauricular crease,160178356.0
1939,700099856,SRR042999,G_DNA_R_Antecubital fossa,158802708.0
1943,700101895,SRR043003,G_DNA_Anterior nares,159591683.0
1947,700032184,SRR043007,G_DNA_R_Antecubital fossa,159429842.0
1950,700032154,SRR043010,G_DNA_Hard palate,159429842.0
1958,700016752,SRR043018,G_DNA_Anterior nares,159288231.0
1962,700099854,SRR043022,G_DNA_L_Antecubital fossa,158802708.0
1963,700032372,SRR043023,G_DNA_R_Antecubital fossa,159915365.0
1964,700097895,SRR043024,G_DNA_Anterior nares,158337416.0
1969,700035893,SRR043030,G_DNA_L_Antecubital fossa,160218816.0
1970,700033973,SRR043031,G_DNA_L_Antecubital fossa,159510762.0
1972,700033412,SRR043033,G_DNA_R_Retroauricular crease,159450072.0
1975,700101339,SRR043036,G_DNA_R_Retroauricular crease,159672603.0
1979,700100520,SRR043040,G_DNA_R_Retroauricular crease,159247771.0
1981,700101948,SRR043042,G_DNA_L_Antecubital fossa,159611913.0
1984,700102464,SRR043045,G_DNA_L_Antecubital fossa,160158126.0
1989,700016750,SRR043050,G_DNA_R_Antecubital fossa,159288231.0
1991,700097889,SRR043052,G_DNA_R_Retroauricular crease,158337416.0
1992,700035985,SRR043053,G_DNA_L_Antecubital fossa,160259276.0
1993,700033551,SRR043054,G_DNA_L_Antecubital fossa,159490532.0
1998,700033414,SRR043059,G_DNA_L_Antecubital fossa,159450072.0
2017,water_blank-protected,SRR043087,,
2021,700032266,SRR043222,G_DNA_Throat,159753524.0
2029,700101548,SRR043230,G_DNA_Hard palate,159713063.0
2044,700099836,SRR043245,G_DNA_Hard palate,158802708.0
2054,700101343,SRR043256,G_DNA_R_Antecubital fossa,159672603.0
2055,700032258,SRR043257,G_DNA_Hard palate,159753524.0
2057,700032262,SRR043259,G_DNA_Attached/Keratinized gingiva,159753524.0
2059,700033845,SRR043261,G_DNA_L_Antecubital fossa,159814214.0
2065,700101341,SRR043267,G_DNA_L_Antecubital fossa,159672603.0
2072,700107091,SRR043275,G_DNA_L_Antecubital fossa,159814214.0
2077,700035210,SRR043280,G_DNA_R_Antecubital fossa,160441347.0
2085,700035353,SRR043288,G_DNA_L_Antecubital fossa,160239046.0
2087,700100639,SRR043290,G_DNA_Palatine Tonsils,159207311.0
2088,700101632,SRR043291,G_DNA_L_Antecubital fossa,159571453.0
2095,700037476,SRR044582,G_DNA_R_Antecubital fossa,764305738.0
2103,700037462,SRR044590,G_DNA_Palatine Tonsils,764305738.0
2126,700024586,SRR044613,G_DNA_Subgingival plaque,764305738.0
2127,700037466,SRR044614,G_DNA_Supragingival plaque,764305738.0
2128,700024566,SRR044615,G_DNA_Stool,764305738.0
2129,700024560,SRR044616,G_DNA_L_Antecubital fossa,764305738.0
2130,700037468,SRR044617,G_DNA_Subgingival plaque,764305738.0
2131,700024562,SRR044618,G_DNA_R_Antecubital fossa,764305738.0
2132,700037454,SRR044619,G_DNA_Tongue dorsum,764305738.0
2134,700037458,SRR044621,G_DNA_Buccal mucosa,764305738.0
2135,700024558,SRR044622,G_DNA_R_Retroauricular crease,764305738.0
2136,700037464,SRR044623,G_DNA_Throat,764305738.0
2137,700037480,SRR044624,G_DNA_Saliva,764305738.0
